year,title,author,author_gender,POS,POS_ADJF/PRTF,genre,canon_status,narration
1834,Регенство Бирона,"Масальский, Константин Петрович",m,NOUN NOUN,NOUN NOUN,Исторический,0,3 лицо
1834,Виктор Полинский,"Машков, Петр Алексеевич",m,NOUN NOUN,NOUN NOUN,любовный,0,3 лицо
1834,"Япанча. Татарский наездник, или Завоевание Казани царем Иоанном Грозным","Павлов, Алексей Андреевич",m,NOUN ADJF NOUN CONJ NOUN NOUN NOUN NOUN NOUN,NOUN ADJF/PRTF NOUN CONJ NOUN NOUN NOUN NOUN NOUN,Исторический,0,3 лицо
1834,Аббаддонна,"Полевой, Николай Алексеевич",m,NOUN,NOUN,Любовный,0,3 лицо
1834,"Давид Игоревич, Князь Владимирский, или 1097 год",Рудневский,m,NOUN NOUN NOUN NOUN CONJ NUMR NOUN,NOUN NOUN NOUN NOUN CONJ NUMR NOUN,Исторический,0,1 лицо
1834,"Ермак, или Покорение Сибири","Свиньин, Павел Петрович",m,NOUN CONJ NOUN NOUN,NOUN CONJ NOUN NOUN,исторический,0,3 лицо
1834,"Одна и две, или Любовь поэта","Соколовский, Владимир Игнатьевич",m,ADJF CONJ NUMR CONJ NOUN NOUN,ADJF/PRTF CONJ NUMR CONJ NOUN NOUN,"социально-психологический, автобиографический",0,1 лицо
1834,"Ведьма, или Страшные ночи за Днепром","Чуровский, Александр Иванович",m,NOUN CONJ ADJF NOUN PREP NOUN,NOUN CONJ ADJF/PRTF NOUN PREP NOUN,"фантастический, времена Екатерины 2",0,3 лицо
1834,"Черный кощей, или Заднепровский хутор у лунной горы","Чуровский, Александр Иванович",m,NOUN NOUN CONJ ADJF NOUN PREP ADJF NOUN,NOUN NOUN CONJ ADJF/PRTF NOUN PREP ADJF/PRTF NOUN,Исторический роман,0,3 лицо
1834,Шигоны,"Яблочкова, Елизавета Никитична ",f,NOUN,NOUN,Исторический роман,0,3 лицо
1835,"Довмонт, князь псковский","Андреев, А.",m,NOUN NOUN ADJF,NOUN NOUN ADJF/PRTF,Исторический роман,0,3 лицо
1835,"Барановский, или Характеристические очерки частной жизни Малороссиян",аноним,0,NOUN CONJ ADJF NOUN ADJF NOUN NOUN,NOUN CONJ ADJF/PRTF NOUN ADJF/PRTF NOUN NOUN,Исторический роман,0,3 лицо
1835,"Могила Марии, или Притон под Москвою",аноним,0,NOUN NOUN CONJ NOUN PREP NOUN,NOUN NOUN CONJ NOUN PREP NOUN,"Исторический, социально-психологический",0,3 лицо
1835,"Памятные записки титулярного советника Чухина, или Простая история обыкновенной жизни","Булгарин, Фаддей Венедиктович",m,ADJF NOUN ADJF NOUN NOUN CONJ ADJF NOUN ADJF NOUN,ADJF/PRTF NOUN ADJF/PRTF NOUN NOUN CONJ ADJF/PRTF NOUN ADJF/PRTF NOUN,социально-психологический,0,1 лицо
1835,"Чудак, или человек каких мало","Ваненко, Иван",m,NOUN CONJ NOUN ADJF ADVB,NOUN CONJ NOUN ADJF/PRTF ADVB,светский,0,3 лицо
1835,"Светославич, вражий питомец","Вельтман, Александр Фомич",m,NOUN ADJF NOUN,NOUN ADJF/PRTF NOUN,"Исторический, фантастический",0,3 лицо
1835,Три сердца,"Долинский, Александр",m,NUMR NOUN,NUMR NOUN,Любовный,0,1 лицо
1835,Осужденный,"Крылов, Алексей Иванович",m,PRTF,ADJF/PRTF,"натуралистический, средний класс, низший класс",0, 
1835,"Основание Москвы, или Смерть боярина Степана Ивановича Кучки","Курышев, И.",m,NOUN NOUN CONJ NOUN NOUN NOUN NOUN NOUN,NOUN NOUN CONJ NOUN NOUN NOUN NOUN NOUN,"Исторический роман, Москва",0,
1835,Ужасный брак,"Машков, Петр Алексеевич",m,ADJF NOUN,ADJF/PRTF NOUN,Исторический,0,
1835,"Незаконнорожденный, или Жизнь и смерть","Протопопов, Александр Павлович",m,ADJF CONJ NOUN CONJ NOUN,ADJF/PRTF CONJ NOUN CONJ NOUN,"Исторический, фольклорный, фантастический",0,
1835,"Черный гроб, или Кровавая Звезда","Протопопов, Александр Павлович",m,ADJF NOUN CONJ ADJF NOUN,ADJF/PRTF NOUN CONJ ADJF/PRTF NOUN,"Исторический, фольклорный, фантастический",0,3 лицо
1835,Постоялый двор,"Степанов, Александр Петрович",m,ADJF NOUN,ADJF/PRTF NOUN,,0,
1835,"Виктор, или Следствия худого воспитания","Сумароков, Павел Иванович",m,NOUN CONJ NOUN ADJF NOUN,NOUN CONJ NOUN ADJF/PRTF NOUN,,0,
1835,Наследница,"Сумароков, Петр Панкратьевич",m,NOUN,NOUN,нравоописательный,0,3 лицо
1835,"Атаман Буря, или Вольница заволжская","Чуровский, Александр Иванович",m,NOUN NOUN CONJ NOUN ADJF,NOUN NOUN CONJ NOUN ADJF/PRTF,Исторический роман,0,3 лицо
1835,"Князь Скопин-Шуйский, или Россия в начале XVII столетия","Шишкина, Олимпиада Петровна ",f,NOUN NOUN CONJ NOUN PREP NOUN NUMR NOUN,NOUN NOUN CONJ NOUN PREP NOUN NUMR NOUN,исторический роман; Россия начала XVII в.,0,3 лицо
1836,"Россиянка 1812 года, или Любовь молодого офицера на дороге в армию",аноним,0,NOUN NUMR NOUN CONJ NOUN ADJF NOUN PREP NOUN PREP NOUN,NOUN NUMR NOUN CONJ NOUN ADJF/PRTF NOUN PREP NOUN PREP NOUN,исторический,0,3 лицо
1836,Предки Калимероса,"Вельтман, Александр Фомич",m,NOUN NOUN,NOUN NOUN,"Исторический, фантастический",0,1 лицо
1836,Он и она,"Воскресенский, Михаил Ильич",m,NPRO CONJ NPRO,NPRO CONJ NPRO,любовно-бытовой,0,3 лицо
1836,"София Кучко, или Любовь и мщение","Грибоедов, И.",m,NOUN NOUN CONJ NOUN CONJ NOUN,NOUN NOUN CONJ NOUN CONJ NOUN,Исторический роман,0,3 лицо
1836,Страсть и мщение,"Долинский, Александр",m,NOUN CONJ NOUN,NOUN CONJ NOUN,светский,0,3 лицо
1836,"Дева закубанская, или Любовь до могилы","Зряхов, Николай Ильич",m,NOUN ADJF CONJ NOUN PREP NOUN,NOUN ADJF/PRTF CONJ NOUN PREP NOUN,"Авантюрный, любовный",0,3 лицо
1836,"Прекрасная астраханка, или Хижина на берегу реки Оки","Зряхов, Николай Ильич",m,ADJF NOUN CONJ NOUN PREP NOUN NOUN NOUN,ADJF/PRTF NOUN CONJ NOUN PREP NOUN NOUN NOUN,"Авантюрный, любовный",0,1 лицо
1836,Сплавщики по Куре,"Каменский, Павел Павлович",m,NOUN PREP NOUN,NOUN PREP NOUN,,0,3 лицо
1836,"Падение Шуйских, или Времена бедствий России","Кислов, Александр Степанович",m,NOUN NOUN CONJ NOUN NOUN NOUN,NOUN NOUN CONJ NOUN NOUN NOUN,Исторический,0,3 лицо
1836,Игра любви или Русский помещик в конце XVIII столетия,"Никитин, Александр Павлович",m,NOUN NOUN CONJ ADJF NOUN PREP NOUN NUMR NOUN,NOUN NOUN CONJ ADJF/PRTF NOUN PREP NOUN NUMR NOUN,Любовный,0,
1836,Елена Волхова,"Павлов, Алексей Андреевич",m,NOUN NOUN,NOUN NOUN,Исторический роман,0,3 лицо
1836,"Брат Вячеслав, или Подземелье близ Касимова","Павлов, Алексей Андреевич",m,NOUN NOUN CONJ NOUN PREP NOUN,NOUN NOUN CONJ NOUN PREP NOUN,Исторический,0,3 лицо
1836,Михаил Васильевич Ломоносов,"Полевой, Ксенофонт Алексеевич",m,NOUN NOUN NOUN,NOUN NOUN NOUN,"исторический, жизнеописание",0,
1836,"Пан Ягожинский, отступник и мститель","Протопопов, Александр Павлович",m,NOUN NOUN NOUN CONJ NOUN,NOUN NOUN NOUN CONJ NOUN,"Исторический, фантастический",0,
1836,"Смерть Наполеона, или Расстрелянный шпион","Протопопов, Александр Павлович",m,NOUN NOUN CONJ PRTF NOUN,NOUN NOUN CONJ ADJF/PRTF NOUN,Исторический,0,
1836,"Сумасшедший, или Желтый дом","Протопопов, Александр Павлович",m,ADJF CONJ ADJF NOUN,ADJF/PRTF CONJ ADJF/PRTF NOUN,"Исторический, фантастический",0,1 лицо
1836,Капитанская дочка,"Пушкин, Александр Сергеевич",m,ADJF NOUN,ADJF/PRTF NOUN,Исторический,1,1 лицо
1836,Рославлев,"Пушкин, Александр Сергеевич",m,NOUN,NOUN,"Исторический, социально-психологический",1,1 лицо
1836,"Земной ангел, или Своенравие","С-ая, Александра",f,ADJF NOUN CONJ NOUN,ADJF/PRTF NOUN CONJ NOUN,Любовный,0,3 лицо
1836,Неправдоподобные рассказы,Чичероне дель К.....О,m,ADJF NOUN,ADJF/PRTF NOUN,,0,
1837,Эпизод из владычества Биронова,А.В.,m,NOUN PREP NOUN NOUN,NOUN PREP NOUN NOUN,Исторический роман,0,3 лицо
1837,"Зарайск, или Начало владычества татар над Россиею",аноним,0,NOUN CONJ VERB NOUN NOUN PREP NOUN,NOUN CONJ VERB NOUN NOUN PREP NOUN,Исторический роман,0, 
1837,"Невеста смерти, или Любовь и гордость",аноним,0,NOUN NOUN CONJ NOUN CONJ NOUN,NOUN NOUN CONJ NOUN CONJ NOUN,Исторический роман,0, 
1837,"Виргиния, или поездка в Россию","Вельтман, Александр Фомич",m,NOUN CONJ NOUN PREP NOUN,NOUN CONJ NOUN PREP NOUN,"Сатирический, иностранцы в России",0,3 лицо
1837,Стенька Разин,"Зарницын, Михаил",m,NOUN NOUN,NOUN NOUN,Исторический роман,0,
1837,"Никлас, Медвежья лапа, атаман контрабандистов, или Некоторые черты из жизни Фридриха II","Зотов, Рафаил Михайлович",m,NOUN ADJF NOUN NOUN NOUN CONJ ADJF NOUN PREP NOUN NOUN NUMR,NOUN ADJF/PRTF NOUN NOUN NOUN CONJ ADJF/PRTF NOUN PREP NOUN NOUN NUMR,исторический,0,3 лицо
1837,"Михаил Новгородский, или Нарушенная клятва","Зряхов, Николай Ильич",m,NOUN ADJF CONJ PRTF NOUN,NOUN ADJF/PRTF CONJ ADJF/PRTF NOUN,исторический,0,3 лицо
1837,"Могила двух, или Чувствительное сердце только раз любит","Карпенко, Степан Данилович",m,NOUN NUMR CONJ ADJF NOUN PRCL NOUN VERB,NOUN NUMR CONJ ADJF/PRTF NOUN PRCL NOUN VERB,исторический роман,0, 
1837,Граф Горский,"Кричевская, Любовь Яковлевна",f,NOUN NOUN,NOUN NOUN,Исторический роман,0,"в письмах, 3 лицо"
1837,Дмитрий Донской,М.Д.,0,NOUN NOUN,NOUN NOUN,"Исторический роман, князь, Дмитрий Донской",0, 
